Rk,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,League,Team,Year,PlayerID,Throws
17,Yudai Ono*,30,9,8,0.529,2.58,25,NA,NA,2,2,0,177.2,132,52,51,18,43,2,156,2,0,2,696,0.985,6.7,0.9,2.2,7.9,3.63,Japan Central League,Chunichi Dragons,2019,ono---000yud,left
18,Joely Rodriguez*,27,3,4,0.429,1.64,64,NA,NA,0,0,1,60.1,42,13,11,3,14,2,77,3,0,4,240,0.928,6.3,0.4,2.1,11.5,5.5,Japan Central League,Chunichi Dragons,2019,rodrig001joe,left
19,Enny Romero*,28,8,10,0.444,4.26,21,NA,NA,0,0,0,116.1,106,57,55,19,55,1,105,4,0,2,503,1.384,8.2,1.5,4.3,8.1,1.91,Japan Central League,Chunichi Dragons,2019,romero001enn,left
20,Yu Sato,26,1,0,1,6.52,7,NA,NA,0,0,0,9.2,9,7,7,0,7,0,6,0,0,2,45,1.655,8.4,0,6.5,5.6,0.86,Japan Central League,Chunichi Dragons,2019,sato--000yu-,right
21,Tatsuya Shimizu,19,2,2,0.5,4.33,8,NA,NA,0,0,0,35.1,40,22,17,5,24,1,24,2,0,3,169,1.811,10.2,1.3,6.1,6.1,1,Japan Central League,Chunichi Dragons,2019,shimiz000tat,right
22,Daisuke Sobue,31,3,4,0.429,3.11,44,NA,NA,0,0,1,46.1,42,16,16,3,14,3,27,1,0,2,187,1.209,8.2,0.6,2.7,5.2,1.93,Japan Central League,Chunichi Dragons,2019,sobue-000dai,right
23,Hiroshi Suzuki,22,0,2,0,4.32,25,NA,NA,0,0,14,25,29,12,12,1,15,0,16,2,0,0,117,1.76,10.4,0.4,5.4,5.8,1.07,Japan Central League,Chunichi Dragons,2019,suzuki003hir,right
24,Shinji Tajima,29,0,1,0,6.86,21,NA,NA,0,0,0,21,18,16,16,5,8,0,22,2,0,4,91,1.238,7.7,2.1,3.4,9.4,2.75,Japan Central League,Chunichi Dragons,2019,tajima000shi,right
25,Keisuke Tanimoto,34,0,1,0,5.22,38,NA,NA,0,0,0,29.1,31,17,17,2,21,2,24,5,0,3,143,1.773,9.5,0.6,6.4,7.4,1.14,Japan Central League,Chunichi Dragons,2019,tanimo001kei,right
26,Kodai Umetsu,22,4,1,0.8,2.34,6,NA,NA,0,0,0,34.2,28,9,9,3,11,1,34,3,0,2,140,1.125,7.3,0.8,2.9,8.8,3.09,Japan Central League,Chunichi Dragons,2019,umetsu000kod,right
27,Daisuke Yamai,41,3,5,0.375,4.85,13,NA,NA,0,0,0,65,66,35,35,13,24,0,37,3,0,2,279,1.385,9.1,1.8,3.3,5.1,1.54,Japan Central League,Chunichi Dragons,2019,yamai-001dai,right
28,Takumi Yamamoto,19,3,3,0.5,2.98,9,NA,NA,0,0,0,45.1,39,15,15,4,24,0,27,1,0,3,194,1.39,7.7,0.8,4.8,5.4,1.13,Japan Central League,Chunichi Dragons,2019,yamamo004tak,right
29,Yuya Yanagi,25,11,7,0.611,3.53,26,NA,NA,1,0,0,170.2,165,69,67,21,38,2,146,3,0,3,703,1.189,8.7,1.1,2,7.7,3.84,Japan Central League,Chunichi Dragons,2019,yanagi000yuy,right
30,Kazuki Yoshimi,34,1,1,0.5,6.41,5,NA,NA,0,0,0,19.2,30,14,14,0,4,0,17,2,0,1,96,1.729,13.7,0,1.8,7.8,4.25,Japan Central League,Chunichi Dragons,2019,yoshim001kaz,right
1,Nao Higashihama,29,2,2,0.5,6.37,7,NA,NA,0,0,0,35.1,36,26,25,5,23,0,26,1,0,2,158,1.67,9.2,1.3,5.9,6.6,1.13,Japan Pacific League,Fukuoka Softbank Hawks,2019,higash001nao,right
2,Shuta Ishikawa,27,0,0,NA,0,2,NA,NA,0,0,0,3,2,0,0,0,0,0,3,0,0,1,11,0.667,6,0,0,9,NA,Japan Pacific League,Fukuoka Softbank Hawks,2019,ishika000syu,right
3,Sho Iwasaki,29,0,0,NA,4.5,2,NA,NA,0,0,0,2,1,1,1,0,1,0,2,0,0,0,8,1,4.5,0,4.5,9,2,Japan Pacific League,Fukuoka Softbank Hawks,2019,iwasak001sho,right
4,Keisuke Izumi,22,2,0,1,1.96,14,NA,NA,0,0,0,18.1,17,5,4,1,8,0,18,1,1,0,80,1.364,8.3,0.5,3.9,8.8,2.25,Japan Pacific League,Fukuoka Softbank Hawks,2019,izumi-000kei,right
5,Hiroshi Kaino,22,2,5,0.286,4.14,65,NA,NA,0,0,8,58.2,49,28,27,6,34,1,73,4,0,3,253,1.415,7.5,0.9,5.2,11.2,2.15,Japan Pacific League,Fukuoka Softbank Hawks,2019,kaino-000hir,right
6,Ren Kajiya,27,3,1,0.75,6,30,NA,NA,0,0,0,36,42,26,24,4,22,1,23,2,0,1,169,1.778,10.5,1,5.5,5.8,1.05,Japan Pacific League,Fukuoka Softbank Hawks,2019,kajiya000ren,right
7,Shunsuke Kasaya*,22,0,0,NA,7.2,2,NA,NA,0,0,0,5,6,4,4,1,7,0,7,0,0,1,26,2.6,10.8,1.8,12.6,12.6,1,Japan Pacific League,Fukuoka Softbank Hawks,2019,kasaya000shu,left
8,Hiroyuki Kawahara*,27,0,0,NA,2.66,19,NA,NA,0,0,0,23.2,22,10,7,1,14,0,10,1,0,1,105,1.521,8.4,0.4,5.3,3.8,0.71,Japan Pacific League,Fukuoka Softbank Hawks,2019,kawaha000hir,left
9,Shinya Kayama*,29,2,2,0.5,2.61,54,NA,NA,0,0,1,31,29,13,9,1,5,0,26,4,0,0,128,1.097,8.4,0.3,1.5,7.5,5.2,Japan Pacific League,Fukuoka Softbank Hawks,2019,kayama000shi,left
10,Ryoma Matsuda,25,2,4,0.333,3.81,51,NA,NA,0,0,0,52,41,23,22,8,32,0,57,3,1,0,230,1.404,7.1,1.4,5.5,9.9,1.78,Japan Pacific League,Fukuoka Softbank Hawks,2019,matsud000ryo,right
11,Yuki Matsumoto,23,1,1,0.5,4.01,7,NA,NA,0,0,0,33.2,35,18,15,2,11,0,32,0,0,1,146,1.366,9.4,0.5,2.9,8.6,2.91,Japan Pacific League,Fukuoka Softbank Hawks,2019,matsum003yuk,right
12,Ariel Miranda*,30,7,5,0.583,4.19,18,NA,NA,0,0,0,86,80,44,40,13,48,0,58,2,0,3,382,1.488,8.4,1.4,5,6.1,1.21,Japan Pacific League,Fukuoka Softbank Hawks,2019,mirand000ari,left
13,Liván Moinelo*,23,3,1,0.75,1.52,60,NA,NA,0,0,4,59.1,37,13,10,4,25,1,86,6,0,3,245,1.045,5.6,0.6,3.8,13,3.44,Japan Pacific League,Fukuoka Softbank Hawks,2019,moinel000liv,left
14,Yuito Mori,27,2,3,0.4,2.21,54,NA,NA,0,0,35,53,40,13,13,5,13,1,59,2,0,1,213,1,6.8,0.8,2.2,10,4.54,Japan Pacific League,Fukuoka Softbank Hawks,2019,mori--000yui,right
15,Kenichi Nakata,36,0,0,NA,1.93,1,NA,NA,0,0,0,4.2,3,1,1,0,3,0,2,1,0,0,20,1.286,5.8,0,5.8,3.9,0.67,Japan Pacific League,Fukuoka Softbank Hawks,2019,nakata001ken,right
16,Akira Niho,29,1,4,0.2,3.99,8,NA,NA,0,0,0,38.1,40,19,17,6,16,0,15,0,1,0,165,1.461,9.4,1.4,3.8,3.5,0.94,Japan Pacific League,Fukuoka Softbank Hawks,2019,niho--000aki,right
17,Masato Okumura,26,0,1,0,8.76,12,NA,NA,0,0,0,12.1,13,12,12,3,7,1,10,3,0,2,58,1.622,9.5,2.2,5.1,7.3,1.43,Japan Pacific League,Fukuoka Softbank Hawks,2019,okumur000mas,right
18,Kotaro Otake*,24,5,4,0.556,3.82,17,NA,NA,1,0,0,106,111,47,45,13,20,1,72,4,1,0,442,1.236,9.4,1.1,1.7,6.1,3.6,Japan Pacific League,Fukuoka Softbank Hawks,2019,otake-000kot,left
19,Kodai Senga,26,13,8,0.619,2.79,26,NA,NA,2,2,0,180.1,134,60,56,19,75,1,227,8,1,4,752,1.159,6.7,0.9,3.7,11.3,3.03,Japan Pacific League,Fukuoka Softbank Hawks,2019,senga-000kod,right
20,Arata Shiino,23,5,2,0.714,3.13,36,NA,NA,0,0,0,46,37,20,16,5,31,2,49,2,0,2,206,1.478,7.2,1,6.1,9.6,1.58,Japan Pacific League,Fukuoka Softbank Hawks,2019,shiino010ara,right
21,Robert Suarez,28,0,4,0,5.74,9,NA,NA,0,0,0,26.2,28,18,17,6,20,0,27,1,0,2,126,1.8,9.5,2,6.8,9.1,1.35,Japan Pacific League,Fukuoka Softbank Hawks,2019,suarez002rob,right
22,Kazuki Sugiyama,21,0,0,NA,9,2,NA,NA,0,0,0,4,5,4,4,0,5,0,4,0,0,1,21,2.5,11.3,0,11.3,9,0.8,Japan Pacific League,Fukuoka Softbank Hawks,2019,sugiya000kaz,right
23,Jumpei Takahashi,22,3,2,0.6,2.65,45,NA,NA,0,0,0,51,36,17,15,4,17,2,58,5,0,2,205,1.039,6.4,0.7,3,10.2,3.41,Japan Pacific League,Fukuoka Softbank Hawks,2019,takaha000jum,right
24,Rei Takahashi,23,12,6,0.667,3.34,23,NA,NA,0,0,0,143,114,56,53,10,49,0,73,11,1,3,584,1.14,7.2,0.6,3.1,4.6,1.49,Japan Pacific League,Fukuoka Softbank Hawks,2019,takaha000rei,right
25,Shota Takeda,26,5,3,0.625,4.55,32,NA,NA,0,0,1,83,78,48,42,6,40,0,70,4,0,2,361,1.422,8.5,0.7,4.3,7.6,1.75,Japan Pacific League,Fukuoka Softbank Hawks,2019,takeda000sho,right
26,Seigi Tanaka,24,0,0,NA,0,1,NA,NA,0,0,0,0.2,1,0,0,0,2,0,0,0,0,0,5,4.5,13.5,0,27,0,0,Japan Pacific League,Fukuoka Softbank Hawks,2019,tanaka000sei,right
27,Fumimaru Taura*,19,0,0,NA,4.5,8,NA,NA,0,0,0,10,8,5,5,1,6,0,6,0,0,0,41,1.4,7.2,0.9,5.4,5.4,1,Japan Pacific League,Fukuoka Softbank Hawks,2019,taura-000fum,left
28,Rick van den Hurk,34,2,0,1,3.12,3,NA,NA,0,0,0,17.1,13,7,6,2,2,0,22,0,0,0,66,0.865,6.8,1,1,11.4,11,Japan Pacific League,Fukuoka Softbank Hawks,2019,vanden001hen,right
29,Tsuyoshi Wada*,38,4,4,0.5,3.9,12,NA,NA,0,0,0,57.2,56,26,25,11,14,0,45,2,0,0,240,1.214,8.7,1.7,2.2,7,3.21,Japan Pacific League,Fukuoka Softbank Hawks,2019,wada--001tsu,left
1,Takumi Akiyama,28,4,3,0.571,4.26,10,NA,NA,0,0,0,50.2,56,27,24,5,12,0,35,1,0,2,219,1.342,9.9,0.9,2.1,6.2,2.92,Japan Central League,Hanshin Tigers,2019,akiyam001tak,right
2,Koyo Aoyagi,25,9,9,0.5,3.14,25,NA,NA,1,1,0,143.1,145,56,50,14,42,3,100,12,1,0,601,1.305,9.1,0.9,2.6,6.3,2.38,Japan Central League,Hanshin Tigers,2019,aoyagi000koy,right
3,Kosuke Baba,24,0,0,NA,10.8,2,NA,NA,0,0,0,3.1,7,4,4,3,1,0,4,0,1,0,17,2.4,18.9,8.1,2.7,10.8,4,Japan Central League,Hanshin Tigers,2019,baba--000kos,right
4,Rafael Dolis,31,5,4,0.556,2.11,56,NA,NA,0,0,19,55.1,36,16,13,1,11,2,50,1,0,7,213,0.849,5.9,0.2,1.8,8.1,4.55,Japan Central League,Hanshin Tigers,2019,dolis-001raf,right
5,Kyuji Fujikawa,38,4,1,0.8,1.77,56,NA,NA,0,0,16,56,29,11,11,3,32,2,83,0,0,4,226,1.089,4.7,0.5,5.1,13.3,2.59,Japan Central League,Hanshin Tigers,2019,fujika001kyu,right
6,Shintaro Fujinami,25,0,0,NA,2.08,1,NA,NA,0,0,0,4.1,4,1,1,0,6,0,3,2,0,0,23,2.308,8.3,0,12.5,6.2,0.5,Japan Central League,Hanshin Tigers,2019,fujina000shi,right
7,Shungo Fukunaga,25,0,0,NA,22.5,3,NA,NA,0,0,0,2,6,5,5,1,1,0,3,0,0,0,13,3.5,27,4.5,4.5,13.5,3,Japan Central League,Hanshin Tigers,2019,fukuna000shu,right
8,Onelki García*,29,6,8,0.429,4.69,21,NA,NA,1,1,0,103.2,123,66,54,8,40,3,79,6,0,1,473,1.572,10.7,0.7,3.5,6.9,1.98,Japan Central League,Hanshin Tigers,2019,garcia000one,left
9,Masumi Hamachi,21,2,1,0.667,6.11,21,NA,NA,0,0,0,28,35,21,19,4,8,2,27,0,0,0,128,1.536,11.3,1.3,2.6,8.7,3.38,Japan Central League,Hanshin Tigers,2019,hamach000mas,right
10,Yuya Iida*,28,1,0,1,10.8,3,NA,NA,0,0,0,3.1,5,4,4,0,5,0,6,0,0,0,20,3,13.5,0,13.5,16.2,1.2,Japan Central League,Hanshin Tigers,2019,iida--001yuy,left
11,Tsuyoshi Ishizaki,28,0,0,NA,6.75,2,NA,NA,0,0,0,1.1,2,1,1,0,1,0,0,0,0,0,6,2.25,13.5,0,6.8,0,0,Japan Central League,Hanshin Tigers,2019,ishiza000tsu,right
12,Yuta Iwasada*,27,2,4,0.333,4.02,8,NA,NA,0,0,0,40.1,43,19,18,4,15,0,33,0,0,0,173,1.438,9.6,0.9,3.3,7.4,2.2,Japan Central League,Hanshin Tigers,2019,iwasad000yut,left
13,Minoru Iwata*,35,3,4,0.429,4.52,14,NA,NA,1,0,0,77.2,90,46,39,13,21,0,43,3,0,2,336,1.429,10.4,1.5,2.4,5,2.05,Japan Central League,Hanshin Tigers,2019,iwata-001min,left
14,Suguru Iwazaki*,28,3,0,1,1.01,48,NA,NA,0,0,0,53.2,24,11,6,5,17,1,58,3,0,1,204,0.764,4,0.8,2.9,9.7,3.41,Japan Central League,Hanshin Tigers,2019,iwazak000sug,left
15,Pierce Johnson,28,2,3,0.4,1.38,58,NA,NA,0,0,0,58.2,34,12,9,2,13,1,91,1,0,4,224,0.801,5.2,0.3,2,14,7,Japan Central League,Hanshin Tigers,2019,johnso001pie,right
16,Kentaro Kuwahara,33,2,0,1,9,7,NA,NA,0,0,0,5,10,9,5,1,3,0,6,1,0,0,28,2.6,18,1.8,5.4,10.8,2,Japan Central League,Hanshin Tigers,2019,kuwaha001ken,right
17,Randy Messenger,37,3,7,0.3,4.67,14,NA,NA,1,0,0,79,71,45,41,11,38,1,55,2,0,3,336,1.38,8.1,1.3,4.3,6.3,1.45,Japan Central League,Hanshin Tigers,2019,messen001ran,right
18,Atsushi Mochizuki,21,1,1,0.5,4.02,8,NA,NA,0,0,0,31.1,33,15,14,4,16,2,26,3,0,3,142,1.564,9.5,1.1,4.6,7.5,1.63,Japan Central League,Hanshin Tigers,2019,mochiz000ats,right
19,Koki Moriya,25,2,2,0.5,3,57,NA,NA,0,0,0,54,45,19,18,3,17,3,53,0,0,2,217,1.148,7.5,0.5,2.8,8.8,3.12,Japan Central League,Hanshin Tigers,2019,moriya000kok,right
20,Yuki Nishi,28,10,8,0.556,2.92,26,NA,NA,1,1,0,172.1,159,60,56,12,36,2,112,9,0,2,702,1.132,8.3,0.6,1.9,5.8,3.11,Japan Central League,Hanshin Tigers,2019,nishi-001yuk,right
21,Atsushi Nomi*,40,1,2,0.333,4.3,51,NA,NA,0,0,0,44,37,21,21,5,24,3,41,1,0,2,191,1.386,7.6,1,4.9,8.4,1.71,Japan Central League,Hanshin Tigers,2019,nohmi-001ats,left
22,Yosuke Okamoto,33,0,0,NA,8.44,3,NA,NA,0,0,0,5.1,6,5,5,2,3,0,4,1,0,0,26,1.688,10.1,3.4,5.1,6.8,1.33,Japan Central League,Hanshin Tigers,2019,okamot001yos,right
23,Yuya Onaka,24,0,0,NA,6.35,5,NA,NA,0,0,0,5.2,6,4,4,1,5,0,6,1,0,0,26,1.941,9.5,1.6,7.9,9.5,1.2,Japan Central League,Hanshin Tigers,2019,onaka-000yuy,right
24,Taiki Ono,25,0,1,0,2.31,14,NA,NA,0,0,0,11.2,11,3,3,0,13,2,6,1,0,0,58,2.057,8.5,0,10,4.6,0.46,Japan Central League,Hanshin Tigers,2019,ono---000tai,right
25,Hiroto Saiki,20,2,1,0.667,4.7,3,NA,NA,0,0,0,15.1,20,8,8,0,5,0,14,0,0,0,70,1.63,11.7,0,2.9,8.2,2.8,Japan Central League,Hanshin Tigers,2019,saiki-000hir,right
26,Yukiya Saito,24,0,0,NA,0,1,NA,NA,0,0,0,2,1,0,0,0,3,0,2,0,0,0,10,2,4.5,0,13.5,9,0.67,Japan Central League,Hanshin Tigers,2019,saito-002yuk,right
27,Hiroya Shimamoto*,26,4,0,1,1.67,63,NA,NA,0,0,1,59.1,42,13,11,4,14,0,60,4,0,0,229,0.944,6.4,0.6,2.1,9.1,4.29,Japan Central League,Hanshin Tigers,2019,shimam000hir,left
28,Akifumi Takahashi*,36,0,0,NA,0,1,NA,NA,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,Japan Central League,Hanshin Tigers,2019,takaha001aki,left
29,Haruto Takahashi*,23,3,9,0.25,3.78,19,NA,NA,0,0,0,109.2,115,56,46,9,38,2,125,0,0,4,474,1.395,9.4,0.7,3.1,10.3,3.29,Japan Central League,Hanshin Tigers,2019,takaha000har,left
30,Keisuke Takano,27,0,0,NA,4.76,4,NA,NA,0,0,0,5.2,6,4,3,0,1,0,6,1,0,0,25,1.235,9.5,0,1.6,9.5,6,Japan Central League,Hanshin Tigers,2019,takano000kei,right
31,Masaki Tanigawa,26,0,0,NA,3.68,4,NA,NA,0,0,0,7.1,8,4,3,0,3,0,4,0,0,2,34,1.5,9.8,0,3.7,4.9,1.33,Japan Central League,Hanshin Tigers,2019,taniga000mas,right
1,Makoto Aduwa,20,3,5,0.375,4.32,19,NA,NA,1,0,0,91.2,101,52,44,14,27,0,52,4,0,2,404,1.396,9.9,1.4,2.7,5.1,1.93,Japan Central League,Hiroshima Carp,2019,aduwa-000mak,right
2,Atsushi Endo,20,1,1,0.5,3.16,34,NA,NA,0,0,1,42.2,36,19,15,1,25,1,38,1,1,3,188,1.43,7.6,0.2,5.3,8,1.52,Japan Central League,Hiroshima Carp,2019,endo--000ats,right
3,Geronimo Franzua*,25,8,6,0.571,2.76,67,NA,NA,0,0,12,71.2,55,29,22,8,32,5,94,7,0,1,308,1.214,6.9,1,4,11.8,2.94,Japan Central League,Hiroshima Carp,2019,franzu000ger,left
4,Koya Fujii,22,0,0,NA,14.21,4,NA,NA,0,0,0,6.1,13,10,10,0,9,0,8,0,0,0,41,3.474,18.5,0,12.8,11.4,0.89,Japan Central League,Hiroshima Carp,2019,fujii-000koy,right
5,Johnny Hellweg,30,1,0,1,0,5,NA,NA,0,0,0,3.2,2,0,0,0,1,0,2,0,0,0,13,0.818,4.9,0,2.5,4.9,2,Japan Central League,Hiroshima Carp,2019,hellwe001joh,right
6,Atsuya Horie*,22,0,1,0,6.1,11,NA,NA,0,0,0,20.2,20,14,14,4,14,0,23,1,0,0,95,1.645,8.7,1.7,6.1,10,1.64,Japan Central League,Hiroshima Carp,2019,horie-000ats,left
7,Ryuji Ichioka,28,0,0,NA,2.9,33,NA,NA,0,0,0,31,29,11,10,1,10,0,18,2,0,2,133,1.258,8.4,0.3,2.9,5.2,1.8,Japan Central League,Hiroshima Carp,2019,ichiok000ryu,right
8,Takeru Imamura,28,3,1,0.75,3.55,27,NA,NA,0,0,1,25.1,18,10,10,2,9,1,17,1,0,0,101,1.066,6.4,0.7,3.2,6,1.89,Japan Central League,Hiroshima Carp,2019,imamur001tak,right
9,Kris Johnson*,34,11,8,0.579,2.59,27,NA,NA,1,1,0,156.2,132,50,45,12,58,2,132,4,0,3,650,1.213,7.6,0.7,3.3,7.6,2.28,Japan Central League,Hiroshima Carp,2019,johnso001kri,left
10,Makoto Kemna,24,0,0,NA,0,1,NA,NA,0,0,0,1,1,0,0,0,1,0,1,0,0,0,5,2,9,0,9,9,1,Japan Central League,Hiroshima Carp,2019,kemna-000mak,right
11,Yasunori Kikuchi,29,1,3,0.25,2.8,58,NA,NA,0,0,0,61,39,21,19,4,23,2,43,0,0,4,240,1.016,5.8,0.6,3.4,6.3,1.87,Japan Central League,Hiroshima Carp,2019,kikuch001yas,right
12,Aren Kuri,27,8,8,0.5,3.51,27,NA,NA,1,1,0,118,107,50,46,11,41,0,96,4,0,1,498,1.254,8.2,0.8,3.1,7.3,2.34,Japan Central League,Hiroshima Carp,2019,kuri--000are,right
13,Casey Lawrence,31,0,1,0,10.8,1,NA,NA,0,0,0,5,4,6,6,1,4,1,3,0,0,0,23,1.6,7.2,1.8,7.2,5.4,0.75,Japan Central League,Hiroshima Carp,2019,lawren001cas,right
14,Emailin Montilla*,23,0,2,0,14.54,2,NA,NA,0,0,0,4.1,11,8,7,1,4,0,8,0,0,1,29,3.462,22.8,2.1,8.3,16.6,2,Japan Central League,Hiroshima Carp,2019,montil000ema,left
15,Katsuhiro Nagakawa,38,0,0,NA,0,1,NA,NA,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,Japan Central League,Hiroshima Carp,2019,nagaka001kat,right
16,Kyohei Nakamura*,30,0,1,0,2.64,43,NA,NA,0,0,0,44.1,31,16,13,5,17,2,58,2,0,0,181,1.083,6.3,1,3.5,11.8,3.41,Japan Central League,Hiroshima Carp,2019,nakamu000kyo,left
17,Yuta Nakamura,23,0,0,NA,12.71,2,NA,NA,0,0,0,5.2,11,8,8,3,5,0,4,0,0,1,32,2.824,17.5,4.8,7.9,6.4,0.8,Japan Central League,Hiroshima Carp,2019,nakamu002yut,right
18,Ren Nakata,28,0,0,NA,9.53,8,NA,NA,0,0,0,5.2,8,11,6,1,6,0,4,1,0,1,36,2.471,12.7,1.6,9.5,6.4,0.67,Japan Central League,Hiroshima Carp,2019,nakata001ren,right
19,Shota Nakazaki,26,3,3,0.5,4.08,36,NA,NA,0,0,9,35.1,44,24,16,3,17,2,23,2,0,0,171,1.726,11.2,0.8,4.3,5.9,1.35,Japan Central League,Hiroshima Carp,2019,nakaza000sho,right
20,Yusuke Nomura,30,6,5,0.545,4.06,18,NA,NA,0,0,0,95.1,96,52,43,6,34,2,65,2,0,0,414,1.364,9.1,0.6,3.2,6.1,1.91,Japan Central League,Hiroshima Carp,2019,nomura001yus,right
21,Akitake Okada,25,0,2,0,14.14,3,NA,NA,0,0,0,7,9,12,11,2,11,0,4,0,0,0,39,2.857,11.6,2.6,14.1,5.1,0.36,Japan Central League,Hiroshima Carp,2019,okada-002aki,right
22,Daichi Osera,28,11,9,0.55,3.53,26,NA,NA,6,2,0,173.1,176,72,68,22,35,2,136,4,0,4,712,1.217,9.1,1.1,1.8,7.1,3.89,Japan Central League,Hiroshima Carp,2019,osera-001dai,right
23,Kyle Regnault*,30,6,3,0.667,3.34,52,NA,NA,0,0,0,59.1,53,25,22,7,34,7,67,3,1,0,265,1.466,8,1.1,5.2,10.2,1.97,Japan Central League,Hiroshima Carp,2019,regnau000kyl,left
24,Sotaro Shimauchi,22,0,0,NA,4.4,25,NA,NA,0,0,0,28.2,19,15,14,1,19,1,33,2,0,1,127,1.326,6,0.3,6,10.4,1.74,Japan Central League,Hiroshima Carp,2019,shimau000sot,right
25,Hiroki Tokoda*,24,7,6,0.538,2.96,25,NA,NA,1,0,0,139.2,131,54,46,17,48,3,101,5,0,2,590,1.282,8.4,1.1,3.1,6.5,2.1,Japan Central League,Hiroshima Carp,2019,tokoda000hir,left
26,Kazuki Yabuta,26,0,2,0,9.24,4,NA,NA,0,0,0,12.2,17,13,13,4,10,0,6,0,0,0,62,2.132,12.1,2.8,7.1,4.3,0.6,Japan Central League,Hiroshima Carp,2019,yabuta000kaz,right
27,Sho Yamaguchi,20,1,3,0.25,4.85,9,NA,NA,0,0,0,26,25,14,14,3,13,1,21,3,0,2,117,1.462,8.7,1,4.5,7.3,1.62,Japan Central League,Hiroshima Carp,2019,yamagu001sho,right
28,Takuya Yasaki,24,0,0,NA,5.63,5,NA,NA,0,0,0,8,10,5,5,2,6,0,11,0,0,0,40,2,11.3,2.3,6.8,12.4,1.83,Japan Central League,Hiroshima Carp,2019,kato--008tak,right
1,Ryo Akiyoshi,30,0,5,0,2.96,53,NA,NA,0,0,25,51.2,38,19,17,6,19,3,48,2,0,0,212,1.103,6.6,1,3.3,8.4,2.53,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,akiyos000ryo,right
2,Kohei Arihara,26,15,8,0.652,2.46,24,NA,NA,1,1,0,164.1,111,49,45,14,40,0,161,9,0,9,639,0.919,6.1,0.8,2.2,8.8,4.03,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,arihar000koh,right
3,Johnny Barbato,26,2,2,0.5,5.63,15,NA,NA,0,0,0,32,35,23,20,5,21,1,22,1,0,1,147,1.75,9.8,1.4,5.9,6.2,1.05,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,barbat001joh,right
4,Takahiro Fujioka*,29,0,0,NA,15,2,NA,NA,0,0,0,3,4,5,5,0,5,0,2,0,0,0,17,3,12,0,15,6,0.4,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,fujiok000tak,left
5,Justin Hancock,28,0,1,0,9,8,NA,NA,0,0,2,7,8,7,7,1,5,1,8,0,0,1,33,1.857,10.3,1.3,6.4,10.3,1.6,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,hancoc002jus,right
6,Mizuki Hori*,21,4,4,0.5,5.22,53,NA,NA,0,0,1,60.1,61,37,35,9,18,1,61,3,0,1,265,1.309,9.1,1.3,2.7,9.1,3.39,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,hori--000miz,left
7,Kazutomo Iguchi,25,1,0,1,2.53,32,NA,NA,0,0,1,32,28,9,9,3,7,1,19,2,0,0,131,1.094,7.9,0.8,2,5.3,2.71,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,iguchi000kaz,right
8,Naoya Ishikawa,22,3,2,0.6,3.31,60,NA,NA,0,0,5,54.1,39,20,20,6,16,0,75,1,0,3,220,1.012,6.5,1,2.7,12.4,4.69,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,ishika000nao,right
9,Yohei Kagiya,28,0,0,NA,5.94,18,NA,NA,0,0,0,16.2,16,11,11,0,12,1,16,0,0,0,77,1.68,8.6,0,6.5,8.6,1.33,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,kagiya000yoh,right
10,Chihiro Kaneko,35,8,7,0.533,3.04,26,NA,NA,0,0,0,109.2,106,42,37,10,40,0,75,0,0,2,460,1.331,8.7,0.8,3.3,6.2,1.88,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,kaneko001chi,right
11,Takayuki Kato*,27,5,7,0.417,3.52,26,NA,NA,0,0,0,92,85,39,36,11,23,0,70,3,0,1,378,1.174,8.3,1.1,2.3,6.8,3.04,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,kato--007tak,left
12,Ryuji Kitaura*,19,1,1,0.5,5.71,6,NA,NA,0,0,0,17.1,21,11,11,1,6,0,6,0,0,1,78,1.558,10.9,0.5,3.1,3.1,1,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,kitaur000ryu,left
13,Katsuhiko Kumon*,27,2,0,1,3.96,61,NA,NA,0,0,1,52.1,41,24,23,5,18,3,31,1,0,1,213,1.127,7.1,0.9,3.1,5.3,1.72,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,kumon-000kat,left
14,Naoki Miyanishi*,34,1,2,0.333,1.71,55,NA,NA,0,0,0,47.1,32,13,9,1,6,0,51,3,0,1,182,0.803,6.1,0.2,1.1,9.7,8.5,Japan Pacific League,Hokkaido Nippon Ham Fighters,2019,miyani001nao,left
